r,vra,vdec
4216.85983275113,-110.370630238989,-19.7978581422928
2184.52384163211,-55.9399928460007,-9.35888194624558
1810.4061264397,-46.5696207739967,-6.94617515364119
4643.6993397718,-120.597505352525,-17.0529639881324
4849.18740011581,-132.055289892748,-20.8550420083066
2088.54144135031,-55.2530005245994,-8.59405816858649
3579.47299895446,-90.5071377309892,-15.9615538649707
1795.56348743058,-46.3380887260771,-8.79584666692735
1984.93859203492,-50.6346633285989,-9.20200126369667
2611.73152115153,-70.0975678591394,-11.9169695565673
1717.96297146571,-44.4622123218991,-7.69890647926713
2938.75572454374,-75.6076570608234,-12.5290098625364
2071.89399534923,-52.8354348553994,-9.16941862626766
2753.03059785714,-71.957889721581,-10.6487232622159
2297.81233801603,-60.1796521878248,-8.33014903341979
2404.08860347188,-62.5144524536468,-10.3208121732785
2008.5048890115,-52.4103710458733,-8.74151242359061
2589.17986243788,-67.9986969608973,-9.97951739617675
1903.04807302092,-49.4084233555097,-8.18191948239746
2763.94882888317,-75.6238894831722,-11.7749650292407
3906.28091957293,-100.691763987061,-17.9285455837412
2010.42410948031,-51.5999181868611,-8.65019772503202
1779.88483291768,-45.8738328386396,-7.19469905721319
4411.22243559787,-115.555301171113,-16.8730048830155
3258.56118446506,-86.9696387087648,-13.1156722841288
2088.54144135031,-55.2530005245994,-8.59405816858649
3208.14285374018,-81.7204830774231,-13.7505390849634
2746.60246888787,-71.5795520457609,-12.4003479326075
2034.21771884915,-52.5161920363359,-8.98788693211928
2406.97480708929,-64.1349638657968,-10.7545960037992
1687.483729002,-43.5746943554423,-7.62528227387532
3014.65839645453,-78.3043113502539,-12.6682484024897
2080.18940841872,-54.0401064817457,-8.88271683068852
3278.47061833409,-85.1671606867677,-12.2734349046832
2390.07992439691,-62.7826916047797,-8.09587180417687
2436.87985488025,-63.3823179323361,-10.519900697225
2119.81689331159,-55.5929228370981,-9.49463487063864
2655.70971733371,-70.0258143134566,-9.73975774125735
1838.24172980729,-47.6545959982335,-8.01457445070801
2763.94882888317,-75.6238894831722,-11.7749650292407
3134.09320357852,-80.8415484899071,-14.0535548175727
1978.38249771471,-50.9216120137605,-8.54084652579511
1884.67571614952,-48.7234431928815,-7.78373061991382
4411.22243559787,-115.555301171113,-16.8730048830155
3231.71259592415,-86.2219134316477,-12.9604880978481
2088.54144135031,-55.2530005245994,-8.59405816858649
3034.85945878607,-78.1345822588376,-12.1045965329347
2992.50015369699,-78.6726842764471,-12.8963667492656
