r,vra,vdec
2329.73469994843,-86.0512027821417,15.4172425352068
2345.71701612757,-83.1239401068732,18.0193298906634
1764.9743120532,-64.1734272324784,12.5980423222271
1557.11488355382,-56.556460547782,11.1869118798938
2140.09271933507,-80.6201862031315,17.1993592449839
1406.2938129486,-47.6716879467649,9.48698722150201
2824.64103215301,-107.385672310967,19.3154789620431
1565.07994203848,-58.1149492513403,9.65010828438247
2105.33308175898,-73.4587940068509,14.6815208383434
2855.90575819605,-111.113741716662,22.4046461864185
2029.47288637795,-70.199739386365,14.9346889383967
1582.41154445412,-59.849242906023,9.90443070346709
915.03209368652,-32.4025830311818,7.7234661818715
1447.69002606772,-52.7160636062699,10.1844434723873
1541.83309105908,-57.1841620236144,10.8350776901024
2739.96359398318,-103.542522317744,17.6775636446733
4335.05428842946,-158.159063338762,31.0225393177858
1682.83677026426,-58.8995019715577,11.6858767761206
2816.05592271852,-110.5847314352,19.0294583585788
1339.55819552547,-50.4877886556479,10.5846110693545
2357.5450786039,-87.2070416184019,15.5958383155317
1794.40294942127,-62.8499882273687,14.2677440091094
1695.42615043773,-61.6248489272683,12.1258889598686
1206.22353023241,-43.7226763652574,8.68140360874675
2140.09271933507,-80.6201862031315,17.1993592449839
1473.53245078715,-51.4391999235775,10.1202008106529
2094.11871507547,-78.7008358405797,14.880945867239
1911.61052051743,-71.6283252506535,13.4940652635346
2552.31531346394,-88.6432788739962,17.570019816019
3159.0330445423,-119.344113015792,23.7907755779471
1839.79221964582,-65.1369790953272,13.3400344364799
1521.83335192944,-56.9205969793606,9.80966624533534
1291.14242652147,-45.7160296788356,10.0077875927235
1253.83522514079,-46.734154950816,9.05052387217388
1824.10774366068,-67.8072089363795,13.7432848572188
2773.086077375,-104.815743956687,18.0997863651952
2981.06407529316,-109.801703847614,20.6348083104404
1725.74763396573,-58.6984227918371,11.8424536278033
2883.92677836412,-113.549982939591,19.4475725062563
1277.08331772459,-47.3179485940073,9.69285007629353
1872.54235632504,-69.3014392115925,12.9460773806508
1406.35984429013,-48.7398073057583,11.7123630677595
1852.90735530347,-67.4303390237793,12.8788531257257
1380.41409571191,-48.8897623424786,9.79914771316994
2140.09271933507,-80.6201862031315,17.1993592449839
1596.62316639032,-56.8534823969328,11.0662227901263
2077.0348642817,-77.9849269834897,14.75845922871
1582.442060611,-58.4368173779792,11.4611515824416
2285.58388114153,-81.3946087906743,15.7613054359413
2869.92777375268,-108.664193058513,22.0537718527937
1744.76669670958,-61.9129351013411,12.827652448679
1570.23564745572,-56.2389410653977,10.7909859997216
1313.14122168787,-48.0034735741657,10.7168948336002
1253.83522514079,-46.734154950816,9.05052387217388
2119.05276774663,-80.3825675584327,16.3651471045776
2760.28707908511,-104.200839918812,18.0383913322175
2628.02712915252,-96.2547974541816,18.2246754152674
1697.3491651895,-57.5163682966543,11.6415787025489
2703.6866369855,-101.894327566136,18.4716416731381
1265.06886804751,-46.8983077194787,9.6263747803518
1898.09059266936,-70.2821414674636,13.0623974204085
1443.11612739541,-49.2981273386543,11.286475851523
2285.51850821581,-84.78003992815,15.5019700646976
1945.15937374626,-71.2851322972592,13.0617332059459
2023.14125507947,-75.6261012282482,15.8754548654776
950.198586760856,-34.2758153107821,6.64990455115077
2056.11634786168,-77.303129222157,14.6838579634137
1761.72670699753,-65.5711795558757,12.6813453127613
2094.98189871654,-75.2035954677851,14.6267860517883
2751.55870715721,-103.818560097615,20.5606427652112
2396.98860861195,-83.8152706675047,18.2007139482325
1665.50157384652,-60.2046139706299,11.6441870339055
1313.14122168787,-48.0034735741657,10.7168948336002
1622.63691856746,-60.0561494161414,11.4231174924591
2119.05276774663,-80.3825675584327,16.3651471045776
2815.24189689653,-106.614467844845,18.369112127893
2604.14421240513,-94.1736079413676,16.7881534351924
1771.15141461119,-59.9020718788972,11.7446628233585
2671.87988643703,-100.541368579028,18.6513252524006
1414.12384749926,-51.9828081528276,10.3450928094996
2343.44786965609,-86.2639673081494,15.5100445177793
1650.99115966917,-58.4020230659542,12.02153539575
2171.70419478703,-80.6061615857727,14.8890787043609
1699.09934906593,-61.1518200288206,11.0501841182074
1848.36011743083,-68.7872180243495,14.613451932799
1088.41155048119,-39.4907158422665,7.67727209179391
2056.11634786168,-77.303129222157,14.6838579634137
1807.26011558788,-68.2073995548234,13.1112965739146
2083.50804317357,-72.7349360456909,13.798161893006
2682.20392143787,-101.07197809474,20.1086088597254
2802.89010732516,-98.6347501750364,21.4642232236243
1917.90881171209,-69.3763412541907,13.3981480873994
1530.98245100599,-56.0930195416362,11.7303267294017
1366.53628708812,-51.2834604459271,10.1836030481902
1758.87821249668,-66.0922362011298,13.3290260312336
3427.70769491633,-134.185950962922,22.0724395463197
2459.00166033822,-87.0141485597413,15.7204104943141
1833.40269596323,-62.9129536363709,12.1958856159125
2455.62934068901,-91.9351726547688,17.1469862343165
1066.37139943234,-38.0532659195,8.1776069489836
2215.82994764951,-80.6854173289064,13.777649709049
1669.44271092497,-59.0134777595785,12.0973278471589
3094.03228918762,-115.909630712286,19.9568710436366
1820.88266675299,-66.7508455606432,12.3012539175237
2599.23048745095,-97.7498110409069,21.3707800493684
1201.03569739553,-43.6830604627859,8.48010241641078
1993.80354369586,-74.5796790589903,14.2118710332159
2097.22578628819,-81.6140622119437,14.9685451158657
2083.50804317357,-72.7349360456909,13.798161893006
3174.96737531629,-117.462590426308,24.4384041313581
2758.64679170726,-93.5996089563891,21.2385053701128
1721.34302767234,-63.7305592516343,12.6089573290461
1754.33672194376,-64.1135162293046,12.3980349910722
